Project,Course Code,Course Title,Course UniqueID,QuestionKey,Enrollments,Respondents,ResponseRate,Mean,Std,Value,OptionRespondents,OptionResponseRate,Comments,BenchmarkLabel1,BenchmarkMean1,BenchmarkStd1
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47922.023.11512,Senior Design Part In VIP II,wl.202410.VIP.47922.023.11512,737243-0,1,1,100,5,0,5,1,100,,Professors in Department,3.926018397,0.981049802
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737243-0,130,55,42.30769348,4.199999809,0.89027667,1,1,1.818181872,,Professors in Department,3.926018397,0.981049802
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737243-0,130,55,42.30769348,4.199999809,0.89027667,2,2,3.636363745,,Professors in Department,3.926018397,0.981049802
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737243-0,130,55,42.30769348,4.199999809,0.89027667,3,5,9.090909004,,Professors in Department,3.926018397,0.981049802
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737243-0,130,55,42.30769348,4.199999809,0.89027667,4,24,43.63636398,,Professors in Department,3.926018397,0.981049802
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737243-0,130,55,42.30769348,4.199999809,0.89027667,5,23,41.81818008,,Professors in Department,3.926018397,0.981049802
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737243-0,18,17,94.44444275,4.352941036,0.701888204,3,2,11.76470566,,Professors in Department,3.926018397,0.981049802
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737243-0,18,17,94.44444275,4.352941036,0.701888204,4,7,41.17647171,,Professors in Department,3.926018397,0.981049802
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737243-0,18,17,94.44444275,4.352941036,0.701888204,5,8,47.05882263,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737243-0,121,43,35.53718948,4.069767475,1.203078389,1,2,4.651162624,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737243-0,121,43,35.53718948,4.069767475,1.203078389,2,4,9.302325249,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737243-0,121,43,35.53718948,4.069767475,1.203078389,3,5,11.6279068,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737243-0,121,43,35.53718948,4.069767475,1.203078389,4,10,23.2558136,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737243-0,121,43,35.53718948,4.069767475,1.203078389,5,22,51.16279221,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.17911.028.13564,First Year Part In VIP I,wl.202610.VIP.17911.028.13564,737243-0,2,2,100,5,0,5,2,100,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.47920.028.10446,Senior Part In VIP,wl.202610.VIP.47920.028.10446,737243-0,14,13,92.85713959,4.846153736,0.375533819,4,2,15.38461494,,Professors in Department,3.926018397,0.981049802
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.47920.028.10446,Senior Part In VIP,wl.202610.VIP.47920.028.10446,737243-0,14,13,92.85713959,4.846153736,0.375533819,5,11,84.61538696,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737243-0,143,70,48.9510498,4.242856979,0.90786761,1,1,1.428571463,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737243-0,143,70,48.9510498,4.242856979,0.90786761,2,3,4.285714149,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737243-0,143,70,48.9510498,4.242856979,0.90786761,3,7,10,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737243-0,143,70,48.9510498,4.242856979,0.90786761,4,26,37.1428566,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737243-0,143,70,48.9510498,4.242856979,0.90786761,5,33,47.1428566,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core -4 16 Week 4/17-4/30,wl.202320.VIP.17920.023.22402,First Year Part In VIP,wl.202320.VIP.17920.023.22402,737243-0,15,12,80,4.166666508,0.717740536,3,2,16.66666603,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core -4 16 Week 4/17-4/30,wl.202320.VIP.17920.023.22402,First Year Part In VIP,wl.202320.VIP.17920.023.22402,737243-0,15,12,80,4.166666508,0.717740536,4,6,50,,Professors in Department,3.926018397,0.981049802
Spring 2023 Core -4 16 Week 4/17-4/30,wl.202320.VIP.17920.023.22402,First Year Part In VIP,wl.202320.VIP.17920.023.22402,737243-0,15,12,80,4.166666508,0.717740536,5,4,33.33333206,,Professors in Department,3.926018397,0.981049802
Spring 2024 16 Week 4/15-4/28 (1),wl.202420.ECE.69900.032.61441,Research PhD Thesis,wl.202420.ECE.69900.032.61441,737243-0,4,1,25,5,0,5,1,100,,Professors in Department,3.926018397,0.981049802
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.ECE.59500.043.22205,Advanced Software Engineering,wl.202420.ECE.59500.043.22205,737243-0,27,15,55.55555725,4.199999809,1.082325578,1,1,6.666666508,,Professors in Department,3.926018397,0.981049802
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.ECE.59500.043.22205,Advanced Software Engineering,wl.202420.ECE.59500.043.22205,737243-0,27,15,55.55555725,4.199999809,1.082325578,3,1,6.666666508,,Professors in Department,3.926018397,0.981049802
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.ECE.59500.043.22205,Advanced Software Engineering,wl.202420.ECE.59500.043.22205,737243-0,27,15,55.55555725,4.199999809,1.082325578,4,6,40,,Professors in Department,3.926018397,0.981049802
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.ECE.59500.043.22205,Advanced Software Engineering,wl.202420.ECE.59500.043.22205,737243-0,27,15,55.55555725,4.199999809,1.082325578,5,7,46.66666794,,Professors in Department,3.926018397,0.981049802
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.VIP.17920.023.22402,First Year Part In VIP,wl.202420.VIP.17920.023.22402,737243-0,14,13,92.85713959,4.615384579,0.50636971,4,5,38.46154022,,Professors in Department,3.926018397,0.981049802
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.VIP.17920.023.22402,First Year Part In VIP,wl.202420.VIP.17920.023.22402,737243-0,14,13,92.85713959,4.615384579,0.50636971,5,8,61.53845978,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.17910.023.29155,First-Year Part In VIP Lim,wl.202520.VIP.17910.023.29155,737243-0,3,2,66.66666412,4.5,0.707106769,4,1,50,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.17910.023.29155,First-Year Part In VIP Lim,wl.202520.VIP.17910.023.29155,737243-0,3,2,66.66666412,4.5,0.707106769,5,1,50,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.27920.023.22404,Soph Part In VIP,wl.202520.VIP.27920.023.22404,737243-0,14,8,57.1428566,4,0.534522474,3,1,12.5,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.27920.023.22404,Soph Part In VIP,wl.202520.VIP.27920.023.22404,737243-0,14,8,57.1428566,4,0.534522474,4,6,75,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.27920.023.22404,Soph Part In VIP,wl.202520.VIP.27920.023.22404,737243-0,14,8,57.1428566,4,0.534522474,5,1,12.5,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.47921.023.28751,Senior Design Part In VIP I,wl.202520.VIP.47921.023.28751,737243-0,9,7,77.77777863,4.428571224,0.786795795,3,1,14.28571415,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.47921.023.28751,Senior Design Part In VIP I,wl.202520.VIP.47921.023.28751,737243-0,9,7,77.77777863,4.428571224,0.786795795,4,2,28.5714283,,Professors in Department,3.926018397,0.981049802
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.47921.023.28751,Senior Design Part In VIP I,wl.202520.VIP.47921.023.28751,737243-0,9,7,77.77777863,4.428571224,0.786795795,5,4,57.1428566,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,CEC.202620.ECE.50874.EPE.40360,Advanced Software Engineering,wl.202620.ECE.50874.EPE.40360,737243-0,25,8,32,3.75,1.035098314,2,1,12.5,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,CEC.202620.ECE.50874.EPE.40360,Advanced Software Engineering,wl.202620.ECE.50874.EPE.40360,737243-0,25,8,32,3.75,1.035098314,3,2,25,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,CEC.202620.ECE.50874.EPE.40360,Advanced Software Engineering,wl.202620.ECE.50874.EPE.40360,737243-0,25,8,32,3.75,1.035098314,4,3,37.5,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,CEC.202620.ECE.50874.EPE.40360,Advanced Software Engineering,wl.202620.ECE.50874.EPE.40360,737243-0,25,8,32,3.75,1.035098314,5,2,25,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,PWL.202620.ECE.50874.001.36075,Advanced Software Engineering,wl.202620.ECE.50874.001.36075,737243-0,24,10,41.66666794,4.300000191,0.948683321,2,1,10,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,PWL.202620.ECE.50874.001.36075,Advanced Software Engineering,wl.202620.ECE.50874.001.36075,737243-0,24,10,41.66666794,4.300000191,0.948683321,4,4,40,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,PWL.202620.ECE.50874.001.36075,Advanced Software Engineering,wl.202620.ECE.50874.001.36075,737243-0,24,10,41.66666794,4.300000191,0.948683321,5,5,50,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,PWL.202620.ECE.50874.002.36076,Advanced Software Engineering,wl.202620.ECE.50874.002.36076,737243-0,5,2,40,4.5,0.707106769,4,1,50,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,PWL.202620.ECE.50874.002.36076,Advanced Software Engineering,wl.202620.ECE.50874.002.36076,737243-0,5,2,40,4.5,0.707106769,5,1,50,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,PWL.202620.VIP.27920.028.22031,Soph Part In VIP,wl.202620.VIP.27920.028.22031,737243-0,21,17,80.95237732,4.647058964,0.492592186,4,6,35.29411697,,Professors in Department,3.926018397,0.981049802
Spring 2026 Core -4 16 Week 4/20-5/3,PWL.202620.VIP.27920.028.22031,Soph Part In VIP,wl.202620.VIP.27920.028.22031,737243-0,21,17,80.95237732,4.647058964,0.492592186,5,11,64.70587921,,Professors in Department,3.926018397,0.981049802
Fall 2023 16 Week 11/27-12/10,wl.202410.ECE.69900.088.50065,Research PhD Thesis,wl.202410.ECE.69900.088.50065,737244-0,4,1,25,5,0,5,1,100,,Professors in Department,3.801445466,1.068121577
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737244-0,130,55,42.30769348,3.581818104,1.048648357,1,2,3.636363745,,Professors in Department,3.801445466,1.068121577
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737244-0,130,55,42.30769348,3.581818104,1.048648357,2,4,7.272727489,,Professors in Department,3.801445466,1.068121577
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737244-0,130,55,42.30769348,3.581818104,1.048648357,3,22,40,,Professors in Department,3.801445466,1.068121577
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737244-0,130,55,42.30769348,3.581818104,1.048648357,4,14,25.45454597,,Professors in Department,3.801445466,1.068121577
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737244-0,130,55,42.30769348,3.581818104,1.048648357,5,13,23.63636398,,Professors in Department,3.801445466,1.068121577
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737244-0,143,70,48.9510498,3.557142973,0.942333102,1,1,1.428571463,,Professors in Department,3.801445466,1.068121577
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737244-0,143,70,48.9510498,3.557142973,0.942333102,2,3,4.285714149,,Professors in Department,3.801445466,1.068121577
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737244-0,143,70,48.9510498,3.557142973,0.942333102,3,38,54.2857132,,Professors in Department,3.801445466,1.068121577
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737244-0,143,70,48.9510498,3.557142973,0.942333102,4,12,17.1428566,,Professors in Department,3.801445466,1.068121577
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737244-0,143,70,48.9510498,3.557142973,0.942333102,5,16,22.8571434,,Professors in Department,3.801445466,1.068121577
Spring 2024 16 Week 4/15-4/28 (1),wl.202420.ECE.69900.032.61441,Research PhD Thesis,wl.202420.ECE.69900.032.61441,737244-0,4,1,25,5,0,5,1,100,,Professors in Department,3.801445466,1.068121577
Fall 2023 16 Week 11/27-12/10,wl.202410.ECE.69900.088.50065,Research PhD Thesis,wl.202410.ECE.69900.088.50065,737245-0,4,1,25,5,0,5,1,100,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.ECE.46100.001.18613,Software Engineering,wl.202410.ECE.46100.001.18613,737245-0,72,26,36.11111069,4.461538315,0.646886051,3,2,7.692307472,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.ECE.46100.001.18613,Software Engineering,wl.202410.ECE.46100.001.18613,737245-0,72,26,36.11111069,4.461538315,0.646886051,4,10,38.46154022,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.ECE.46100.001.18613,Software Engineering,wl.202410.ECE.46100.001.18613,737245-0,72,26,36.11111069,4.461538315,0.646886051,5,14,53.84615326,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.17920.023.11485,First Year Part In VIP,wl.202410.VIP.17920.023.11485,737245-0,1,1,100,5,0,5,1,100,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.27920.023.11487,Soph Part In VIP,wl.202410.VIP.27920.023.11487,737245-0,7,5,71.42857361,4.800000191,0.44721359,4,1,20,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.27920.023.11487,Soph Part In VIP,wl.202410.VIP.27920.023.11487,737245-0,7,5,71.42857361,4.800000191,0.44721359,5,4,80,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.37920.023.11525,Junior Part In VIP,wl.202410.VIP.37920.023.11525,737245-0,3,3,100,4.666666508,0.577350259,4,1,33.33333206,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.37920.023.11525,Junior Part In VIP,wl.202410.VIP.37920.023.11525,737245-0,3,3,100,4.666666508,0.577350259,5,2,66.66666412,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47920.023.10351,Senior Part In VIP,wl.202410.VIP.47920.023.10351,737245-0,1,1,100,5,0,5,1,100,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47921.023.11526,Senior Design Part In VIP I,wl.202410.VIP.47921.023.11526,737245-0,3,3,100,5,0,5,3,100,,Professors in Department,3.958070127,1.028382963
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47922.023.11512,Senior Design Part In VIP II,wl.202410.VIP.47922.023.11512,737245-0,1,1,100,5,0,5,1,100,,Professors in Department,3.958070127,1.028382963
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737245-0,130,55,42.30769348,4.163636208,1.118259788,1,2,3.636363745,,Professors in Department,3.958070127,1.028382963
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737245-0,130,55,42.30769348,4.163636208,1.118259788,2,5,9.090909004,,Professors in Department,3.958070127,1.028382963
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737245-0,130,55,42.30769348,4.163636208,1.118259788,3,3,5.454545498,,Professors in Department,3.958070127,1.028382963
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737245-0,130,55,42.30769348,4.163636208,1.118259788,4,17,30.90909004,,Professors in Department,3.958070127,1.028382963
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737245-0,130,55,42.30769348,4.163636208,1.118259788,5,28,50.90909195,,Professors in Department,3.958070127,1.028382963
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737245-0,18,17,94.44444275,4.529411793,0.6242643,3,1,5.882352829,,Professors in Department,3.958070127,1.028382963
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737245-0,18,17,94.44444275,4.529411793,0.6242643,4,6,35.29411697,,Professors in Department,3.958070127,1.028382963
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737245-0,18,17,94.44444275,4.529411793,0.6242643,5,10,58.82352829,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737245-0,121,43,35.53718948,4.162790775,1.021908402,1,1,2.325581312,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737245-0,121,43,35.53718948,4.162790775,1.021908402,2,2,4.651162624,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737245-0,121,43,35.53718948,4.162790775,1.021908402,3,7,16.2790699,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737245-0,121,43,35.53718948,4.162790775,1.021908402,4,12,27.9069767,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737245-0,121,43,35.53718948,4.162790775,1.021908402,5,21,48.83720779,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.17911.028.13564,First Year Part In VIP I,wl.202610.VIP.17911.028.13564,737245-0,2,2,100,4.5,0.707106769,4,1,50,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.17911.028.13564,First Year Part In VIP I,wl.202610.VIP.17911.028.13564,737245-0,2,2,100,4.5,0.707106769,5,1,50,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.47920.028.10446,Senior Part In VIP,wl.202610.VIP.47920.028.10446,737245-0,14,13,92.85713959,4.692307472,0.480384469,4,4,30.76922989,,Professors in Department,3.958070127,1.028382963
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.47920.028.10446,Senior Part In VIP,wl.202610.VIP.47920.028.10446,737245-0,14,13,92.85713959,4.692307472,0.480384469,5,9,69.2307663,,Professors in Department,3.958070127,1.028382963
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737245-0,143,70,48.9510498,4.071428776,0.997408628,1,1,1.428571463,,Professors in Department,3.958070127,1.028382963
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737245-0,143,70,48.9510498,4.071428776,0.997408628,2,6,8.571428299,,Professors in Department,3.958070127,1.028382963
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737245-0,143,70,48.9510498,4.071428776,0.997408628,3,8,11.4285717,,Professors in Department,3.958070127,1.028382963
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737245-0,143,70,48.9510498,4.071428776,0.997408628,4,27,38.57143021,,Professors in Department,3.958070127,1.028382963
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737245-0,143,70,48.9510498,4.071428776,0.997408628,5,28,40,,Professors in Department,3.958070127,1.028382963
Spring 2023 Core -4 16 Week 4/17-4/30,wl.202320.VIP.17920.023.22402,First Year Part In VIP,wl.202320.VIP.17920.023.22402,737245-0,15,12,80,4.5,0.52223295,4,6,50,,Professors in Department,3.958070127,1.028382963
Spring 2023 Core -4 16 Week 4/17-4/30,wl.202320.VIP.17920.023.22402,First Year Part In VIP,wl.202320.VIP.17920.023.22402,737245-0,15,12,80,4.5,0.52223295,5,6,50,,Professors in Department,3.958070127,1.028382963
Spring 2024 16 Week 4/15-4/28 (1),wl.202420.ECE.69900.032.61441,Research PhD Thesis,wl.202420.ECE.69900.032.61441,737245-0,4,1,25,5,0,5,1,100,,Professors in Department,3.958070127,1.028382963
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.ECE.59500.043.22205,Advanced Software Engineering,wl.202420.ECE.59500.043.22205,737245-0,27,15,55.55555725,4.599999905,0.632455528,3,1,6.666666508,,Professors in Department,3.958070127,1.028382963
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.ECE.59500.043.22205,Advanced Software Engineering,wl.202420.ECE.59500.043.22205,737245-0,27,15,55.55555725,4.599999905,0.632455528,4,4,26.66666603,,Professors in Department,3.958070127,1.028382963
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.ECE.59500.043.22205,Advanced Software Engineering,wl.202420.ECE.59500.043.22205,737245-0,27,15,55.55555725,4.599999905,0.632455528,5,10,66.66666412,,Professors in Department,3.958070127,1.028382963
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.VIP.17920.023.22402,First Year Part In VIP,wl.202420.VIP.17920.023.22402,737245-0,14,13,92.85713959,4.461538315,0.660225272,3,1,7.692307472,,Professors in Department,3.958070127,1.028382963
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.VIP.17920.023.22402,First Year Part In VIP,wl.202420.VIP.17920.023.22402,737245-0,14,13,92.85713959,4.461538315,0.660225272,4,5,38.46154022,,Professors in Department,3.958070127,1.028382963
Spring 2024 Core -4 16 Week 4/15-4/28,wl.202420.VIP.17920.023.22402,First Year Part In VIP,wl.202420.VIP.17920.023.22402,737245-0,14,13,92.85713959,4.461538315,0.660225272,5,7,53.84615326,,Professors in Department,3.958070127,1.028382963
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.17910.023.29155,First-Year Part In VIP Lim,wl.202520.VIP.17910.023.29155,737245-0,3,2,66.66666412,4,1.414213538,3,1,50,,Professors in Department,3.958070127,1.028382963
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.17910.023.29155,First-Year Part In VIP Lim,wl.202520.VIP.17910.023.29155,737245-0,3,2,66.66666412,4,1.414213538,5,1,50,,Professors in Department,3.958070127,1.028382963
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.27920.023.22404,Soph Part In VIP,wl.202520.VIP.27920.023.22404,737245-0,14,8,57.1428566,4.5,0.534522474,4,4,50,,Professors in Department,3.958070127,1.028382963
Spring 2025 Core -4 16 Week 4/21-5/4,PWL.202520.VIP.27920.023.22404,Soph Part In VIP,wl.202520.VIP.27920.023.22404,737245-0,14,8,57.1428566,4.5,0.534522474,5,4,50,,Professors in Department,3.958070127,1.028382963
